AccountId,TransactionId,TransactionId_OBIE,BookingDateTime,ValueDateTime,RawDateString,InstructedAmount,TransactionAmount,Currency,OriginalCurrency,ExchangeRate,TransactionType,MerchantCategoryCode,BankTransactionCode,ProprietaryBankTransactionCode,Reference,Balance,CounterpartyName,CounterpartyAccount,Status,merchant_name,category
A003,T367700,O9990249,2025-05-23 17:37:34,2025-05-23 17:37:34,,1500,1500,USD,USD,,Refund,6011,BTC850,PBC721,REF47425,10676.05,,,Booked,PAYROLL LTD ,Income
A001,T369845,O7408577,2025-12-11 08:45:56,2025-12-12 08:45:56,2025/12/11 08:45:56,-33.16,-33.16,GBP,GBP,,Debit,5812,BTC208,PBC839,REF86449,16153.79,,,Booked,tSarbucks,Food & Drink 
A003,T736795,O6347715,2025-11-14 22:25:59,2025-11-14 22:25:59,,-31.51,-31.51,USD,USD,,Refund,5912,BTC865,PBC378,REF88162,8015.57,,,Booked, Pharmacy,Personal Care
A001,T808214,O5267659,2025-02-19 09:19:15,2025-02-20 09:19:15,2025-02-19 09:19:15,-339.7,-339.7,GBP,GBP,,Transfer,4900,BTC341,PBC825,REF81467,13708.65,,,Booked, electricity co, Utilities 
A001,T919621,O2861110,2025-05-04 13:07:35,2025-05-04 13:07:35,"May 04, 2025 01:07 PM",-391.66,-391.66,GBP,GBP,,Credit,5651,BTC961,PBC873,REF69917,16295.81,,,Booked,aZra, Clothing 
A002,T261528,O7810286,2025-08-28 13:56:15,2025-08-28 13:56:15,,1500,1500,EUR,EUR,,Refund,6011,BTC158,PBC546,REF51150,8936.66,,,Booked,PAYROLL LTD,Income 
A001,T526283,O4384241,2025-11-26 22:54:08,2025-11-26 22:54:08,,2500,2500,GBP,GBP,,Refund,6011,BTC105,PBC247,REF48811,-643.24,,,Booked,PAYRLOL LTD , Income 
A003,T370157,O6038910,2025-12-09 16:40:42,2025-12-09 16:40:42,,-107.71,-107.71,USD,USD,,Credit,4812,BTC152,PBC705,REF63046,16305.45,,,Booked,Verizon, Mobile / Telecom 
A001,T940713,O9996238,2025-01-25 18:44:08,2025-01-25 18:44:08,,2500,2500,GBP,GBP,,Credit,6011,BTC522,PBC865,REF39769,17338.37,,,Booked,PAYROLL LTD,Income
A003,T313051,O1929247,2025-02-02 15:08:33,2025-02-03 15:08:33,2025-02-02 15:08:33,-84.41,-84.41,USD,USD,,Transfer,4812,BTC143,PBC297,REF12355,7202.38,,,Booked,Veriozn, Mobile / Telecom
A003,T314508,O3738798,2025-12-05 14:25:30,2025-12-05 14:25:30,,-118.89,-118.89,USD,USD,,Refund,7230,BTC777,PBC873,REF56890,1267.17,,,Booked,Hair Salon ,Personal Care
A003,T688411,O9727650,2025-10-18 21:09:25,2025-10-19 21:09:25,,98.58,98.58,USD,USD,,Credit,5311,BTC765,PBC349,REF57422,16555.4,,,Booked, Target,Retail
A002,T459462,O1527651,2025-02-16 17:58:53,2025-02-16 17:58:53,2025-02-16 17:58:53,315.69,315.69,EUR,EUR,,Transfer,7997,BTC775,PBC680,REF33419,9162.13,,,Pending,Gymobx , Fitness
A001,T255785,O6678849,2025-02-07 12:47:41,2025-02-07 12:47:41,,-44.74,-44.74,GBP,GBP,,Refund,5812,BTC220,PBC627,REF16877,4145.02,,,Booked,satrbucks, Food & Drink
A003,T952624,O5066006,2025-09-19 08:26:56,2025-09-19 08:26:56,2025-09-19 08:26:56,-198.53,-198.53,USD,USD,,Transfer,4812,BTC853,PBC352,REF65579,12250.01,,,Booked,verizon,Mobile / Telecom
A001,T119116,O8103580,2025-11-20 10:21:05,2025-11-21 10:21:05,2025/11/20 10:21:05,-134.4,-134.4,GBP,GBP,,Transfer,6012,BTC639,PBC195,REF99838,5486.19,,,Booked,Overdraft Fee ,Bank Fees
A003,T153433,O2987493,2025-04-26 19:34:01,2025-04-26 19:34:01,2025/04/26 19:34:01,2000,2000,USD,USD,,Transfer,6011,BTC983,PBC130,REF42392,11837.32,,,Booked,PAYROLL LTD,Income 
A001,T347845,O8891816,2025-09-28 19:12:47,2025-09-29 19:12:47,,-111.68,-111.68,GBP,GBP,,Credit,5812,BTC250,PBC403,REF80569,7720.89,,,Booked, Starbucks,Food & Drink
A002,T452898,O6654424,2025-06-09 08:21:01,2025-06-10 08:21:01,09/06/2025 08:21,1500,1500,EUR,EUR,,Transfer,6011,BTC597,PBC584,REF44843,13319.06,,,Booked,PAYROLL LTD, Income
A001,T602381,O6669639,2025-05-26 12:00:40,2025-05-26 12:00:40,,-553.56,-553.56,GBP,GBP,,Refund,4899,BTC438,PBC953,REF35430,15742.34,,,Booked,Netflix,Streaming / Subscriptions
A001,T392045,O5574086,2025-08-11 11:51:25,2025-08-11 11:51:25,,-41.36,-41.36,GBP,GBP,,Transfer,6012,BTC587,PBC588,REF10918,9085.2,,,Booked, Overdraft Fee,Bank Fees
A001,T766269,O4713925,2025-12-28 18:54:51,2025-12-29 18:54:51,2025-12-28 18:54:51,45.16,45.16,GBP,GBP,,Refund,5411,BTC435,PBC724,REF83584,18097.14,,,Pending,Tesco ,Supermarket
A002,T257652,O8950226,2025-12-09 22:20:39,2025-12-09 22:20:39,,-453.23,-453.23,EUR,EUR,,Refund,4899,BTC268,PBC636,REF27739,408.01,Counterparty 107,CP287931,Booked, Netlfix, Streaming / Subscriptions
A001,T534694,O1069752,2025-02-28 21:07:22,2025-02-28 21:07:22,,-85.52,-85.52,GBP,GBP,,Credit,4812,BTC789,PBC347,REF64357,-673.87,,,Booked,Verizon,Mobile / Telecom
A001,T136904,O4766788,2025-05-04 08:26:33,2025-05-05 08:26:33,2025-05-04 08:26:33,26.64,26.64,GBP,GBP,,Credit,4900,BTC222,PBC977,REF84311,-584.34,,,Booked, electricity co,Utilities
A002,T433803,O6955234,2025-12-18 19:51:58,2025-12-19 19:51:58,,-74.47,-74.47,USD,EUR,1.4393,Credit,7230,BTC732,PBC357,REF91189,9373.83,,,Booked,Hair Salon ,Personal Care 
A002,T847467,O9525883,2025-06-10 10:01:20,2025-06-11 10:01:20,,-319.5,-319.5,GBP,EUR,1.4207,Transfer,4899,BTC832,PBC899,REF76951,18738.74,,,Booked,Neftlix, Streaming / Subscriptions
A001,T667358,O5046832,2025-04-07 12:23:06,2025-04-07 12:23:06,,-208.88,-208.88,GBP,GBP,,Debit,4899,BTC649,PBC864,REF88423,12803.24,Counterparty 177,CP390541,Booked,netflix, Streaming / Subscriptions 
A001,T731890,O6180257,2025-07-03 11:08:28,2025-07-04 11:08:28,03/07/2025 11:08,-47.95,-47.95,GBP,GBP,,Credit,5411,BTC815,PBC809,REF84929,12229.27,,,Booked, Tesco , Supermarket
A002,T816289,O4066614,2025-04-13 13:43:44,2025-04-13 13:43:44,2025-04-13 13:43:44,2000,2000,EUR,EUR,,Debit,6011,BTC687,PBC375,REF38647,9478.99,,,Booked, PAYROLL LTD , Income
A001,T303974,O5639031,2025-09-06 08:17:49,2025-09-06 08:17:49,,2000,2000,GBP,GBP,,Refund,6011,BTC456,PBC455,REF86406,18523.99,,,Booked,PAYROLL LDT,Income
A001,T330987,O6988766,2025-04-02 08:03:08,2025-04-02 08:03:08,,-23.31,-23.31,GBP,GBP,,Refund,7230,BTC822,PBC852,REF74871,13975.81,,,Booked,Hair Salon, Personal Care
A001,T434165,O7289990,2025-08-04 22:54:07,2025-08-04 22:54:07,04/08/2025 22:54,1500,1500,GBP,GBP,,Credit,6011,BTC495,PBC183,REF40903,16622.7,,,Booked, PAYROLL LTD ,Income
A002,T335545,O9175606,2025-08-08 20:19:52,2025-08-08 20:19:52,2025-08-08 20:19:52,2500,2500,EUR,EUR,,Credit,6011,BTC272,PBC997,REF86674,860.03,,,Booked,PAYROLL LTD,Income
A003,T295338,O8031853,2025-03-16 20:41:47,2025-03-16 20:41:47,,-192.55,-192.55,USD,USD,,Debit,0,BTC624,PBC945,REF35297,7313.86,,,Booked, **** ,Corrupted
A002,T686120,O9829103,2025-05-26 10:45:24,2025-05-27 10:45:24,2025-05-26 10:45:24,-89.03,-89.03,EUR,EUR,,Refund,4121,BTC478,PBC793,REF20233,17312.31,,,Booked,bUer,Transport 
A002,T563638,O6406444,2025-09-04 15:32:19,2025-09-05 15:32:19,2025-09-04 15:32:19,-175.19,-175.19,EUR,EUR,,Debit,6300,BTC904,PBC693,REF66346,9734.65,,,Booked,Health Insurance, Insurance
A002,T593670,O3673110,2025-05-25 10:51:22,2025-05-25 10:51:22,,-48.73,-48.73,EUR,EUR,,Refund,5411,BTC105,PBC588,REF59054,13674.37,,,Booked,Tesco ,Grocery
A001,T590249,O7208876,2025-07-17 22:09:58,2025-07-17 22:09:58,,-26.19,-26.19,GBP,GBP,,Transfer,5912,BTC689,PBC757,REF43478,7219.72,,,Booked,Pharmacy,Personal Care
A001,T264190,O4361577,2025-12-16 15:12:51,2025-12-16 15:12:51,2025-12-16 15:12:51,22.65,22.65,GBP,GBP,,Refund,7230,BTC441,PBC303,REF10716,18361.35,,,Booked, hair aslon,Personal Care
A002,T813321,O5358076,2025-08-12 11:09:59,2025-08-12 11:09:59,,-50.17,-50.17,EUR,EUR,,Refund,6300,BTC916,PBC571,REF76255,20.8,,,Booked,Health Insurance ,Insurance 
A002,T368881,O1077233,2025-12-04 08:20:11,2025-12-04 08:20:11,,-69.29,-69.29,EUR,EUR,,Credit,5651,BTC796,PBC115,REF51144,17422.39,,,Booked,Zara,Clothing 
A001,T747176,O1380237,2025-06-17 09:05:11,2025-06-18 09:05:11,"Jun 17, 2025 09:05 AM",-178.02,-178.02,GBP,GBP,,Debit,4899,BTC690,PBC111,REF54113,16501.28,,,Failed,Nteflix, Streaming / Subscriptions 
A002,T699002,O9682699,2025-02-25 20:53:41,2025-02-25 20:53:41,,-703.38,-703.38,EUR,EUR,,Credit,4899,BTC631,PBC481,REF21420,18706.03,,,Failed, Nteflix,Streaming / Subscriptions
A001,T853788,O3481016,2025-11-08 17:45:44,2025-11-09 17:45:44,,-195.42,-195.42,GBP,GBP,,Transfer,5812,BTC588,PBC988,REF55561,10964.83,Counterparty 91,CP168590,Booked,starbucks, Food & Drink 
A001,T389585,O2684049,2025-11-12 17:18:27,2025-11-12 17:18:27,2025-11-12 17:18:27,-756.89,-756.89,GBP,GBP,,Credit,4899,BTC667,PBC335,REF64076,9268.67,,,Booked,Netflix ,Streaming / Subscriptions
A003,T283320,O5441383,2025-06-05 09:58:10,2025-06-05 09:58:10,,1500,1500,USD,USD,,Transfer,6011,BTC272,PBC477,REF93303,1686.25,,,Booked,PAYROLL LTD, Income 
A001,T726797,O7904482,2025-02-16 16:34:33,2025-02-17 16:34:33,,-76.5,-76.5,GBP,GBP,,Refund,5541,BTC630,PBC792,REF53908,13063.38,,,Booked,Shell Feul,Fuel 
A001,T120175,O1506516,2025-01-01 22:40:34,2025-01-01 22:40:34,,-63.07,-63.07,GBP,GBP,,Refund,5912,BTC434,PBC870,REF79019,2093.41,,,Booked, Pharmacy,Personal Care
A003,T671015,O4318855,2025-03-07 14:42:05,2025-03-07 14:42:05,,-1500,-1500,USD,USD,,Debit,6011,BTC703,PBC777,REF91927,12600.33,,,Booked,PAYROLL LTD , Income
A002,T706007,O5757902,2025-11-23 17:29:31,2025-11-23 17:29:31,,-241.14,-241.14,EUR,EUR,,Debit,4899,BTC374,PBC430,REF74843,10888.98,,,Booked,Netlfix,Streaming / Subscriptions
A003,T556633,O1155332,2025-10-17 08:58:06,2025-10-17 08:58:06,,-141.35,-141.35,USD,USD,,Transfer,5812,BTC528,PBC508,REF81707,14118.8,,,Booked,starbucks,Food & Drink
A003,T247667,O4394065,2025-05-03 08:45:53,2025-05-03 08:45:53,,-35,-35,USD,USD,,Refund,6012,BTC529,PBC661,REF66347,10220.21,,,Booked,overdraft fee,Bank Fees
A001,T899685,O7090445,2025-04-15 08:59:06,2025-04-16 08:59:06,2025-04-15 08:59:06,-106.12,-106.12,GBP,GBP,,Debit,5411,BTC112,PBC170,REF97127,4832.42,,,Booked,Tesco,Food Store
A001,T990804,O9579547,2025-02-26 06:41:52,2025-02-26 06:41:52,26/02/2025 06:41,-10.6,-10.6,GBP,GBP,,Refund,4899,BTC329,PBC381,REF40273,12888.41,,,Booked,Netflix ,Streaming / Subscriptions
A002,T409576,O1183744,2025-02-02 11:59:26,2025-02-02 11:59:26,,-81.36,-81.36,EUR,EUR,,Debit,5812,BTC183,PBC282,REF10769,5263.39,,,Booked, Starbucks,Food & Drink 
A001,T108304,O9983971,2025-12-21 16:12:23,2025-12-21 16:12:23,2025-12-21 16:12:23,-53.52,-53.52,GBP,GBP,,Transfer,5411,BTC478,PBC122,REF47427,18431.15,,,Booked, Tesco ,Grocery
A001,T792165,O5551832,2025-08-09 21:39:46,2025-08-09 21:39:46,,-84.02,-84.02,GBP,GBP,,Transfer,5812,BTC497,PBC776,REF18729,17149.93,,,Booked, starbucks, Food & Drink
A003,T716647,O3964907,2025-06-15 19:40:28,2025-06-16 19:40:28,,2000,2000,USD,USD,,Transfer,6011,BTC428,PBC549,REF59725,18840.13,,,Booked,PYAROLL LTD,Income 
A002,T628345,O8029723,2025-09-10 21:48:12,2025-09-11 21:48:12,,-293.89,-293.89,EUR,EUR,,Credit,6300,BTC169,PBC594,REF67163,2505.64,,,Pending,Health Insurance, Insurance 
A002,T425845,O5014745,2025-05-11 09:49:25,2025-05-12 09:49:25,,-50,-50,EUR,EUR,,Credit,6012,BTC224,PBC129,REF73532,10597.28,,,Booked,Overdraft Fee,Bank Fees
A001,T569184,O3586439,2025-10-23 13:32:20,2025-10-23 13:32:20,23-10-2025 13:32:20,-75.6,-75.6,GBP,GBP,,Transfer,0,BTC243,PBC298,REF24601,15164.77,,,Booked,****,Corrupted
A002,T432734,O8151289,2025-11-11 13:17:50,2025-11-11 13:17:50,2025-11-11 13:17:50,-21.77,-21.77,EUR,EUR,,Credit,6012,BTC199,PBC343,REF78750,-662.81,,,Booked, oevrdraft fee , Bank Fees 
A001,T854525,O2004617,2025-07-04 21:27:24,2025-07-04 21:27:24,,-16.09,-16.09,GBP,GBP,,Transfer,5812,BTC140,PBC776,REF36855,4967.95,Counterparty 87,CP754688,Booked, Stabrucks,Food & Drink
A001,T673167,O7169672,2025-11-26 15:44:42,2025-11-26 15:44:42,,-111.33,-111.33,GBP,GBP,,Debit,5812,BTC821,PBC826,REF93071,15299.08,,,Booked,starbucks,Food & Drink
A003,T824967,O6624404,2025-05-15 07:26:41,2025-05-16 07:26:41,2025-05-15 07:26:41,-35,-35,USD,USD,,Transfer,6012,BTC542,PBC995,REF75824,18109.03,,,Booked,Overdraft Fee, Bank Fees
A001,T735015,O3180839,2025-09-18 15:50:34,2025-09-18 15:50:34,,-114.46,-114.46,GBP,GBP,,Transfer,5541,BTC619,PBC398,REF42869,16768.85,,,Booked, Shell Fuel ,Fuel
A001,T278915,O5333808,2025-06-27 06:28:54,2025-06-27 06:28:54,2025-06-27 06:28:54,-18.76,-18.76,GBP,GBP,,Debit,4121,BTC669,PBC888,REF86247,-390.09,,,Booked,Uber,Transport
A002,T199346,O3876606,2025-04-12 16:11:00,2025-04-12 16:11:00,,-20,-20,EUR,EUR,,Transfer,6012,BTC829,PBC649,REF23344,19609.73,,,Booked, Overdraft Fee ,Bank Fees
A003,T246918,O4060575,2025-11-02 10:07:44,2025-11-03 10:07:44,2025-11-02 10:07:44,-74.37,-74.37,USD,USD,,Transfer,4900,BTC253,PBC883,REF64590,8873.87,,,Booked, electricity co ,Utilities 
A003,T509850,O4225388,2025-01-06 07:08:18,2025-01-06 07:08:18,,2500,2500,USD,USD,,Refund,6011,BTC100,PBC941,REF90525,1258.31,,,Booked,payroll ltd,Income
A001,T109291,O4654207,2025-04-05 15:02:36,2025-04-05 15:02:36,,-1000,-1000,GBP,GBP,,Refund,6513,BTC103,PBC263,REF34125,9580.17,,,Booked, LANDLORD LTD,Rent / Mortgage
A003,T302779,O4060030,2025-05-02 13:28:13,2025-05-03 13:28:13,2025-05-02 13:28:13,-31.51,-31.51,USD,USD,,Transfer,7230,BTC649,PBC947,REF87200,9907.91,,,Booked,hair salon, Personal Care
A003,T575491,O9507058,2025-08-27 20:18:58,2025-08-27 20:18:58,,2500,2500,USD,USD,,Credit,6011,BTC434,PBC260,REF19745,13843.01,,,Booked,payroll ltd ,Income
A001,T678548,O4672077,2025-03-25 06:30:50,2025-03-26 06:30:50,2025/03/25 06:30:50,-17.73,-17.73,GBP,GBP,,Debit,0,BTC597,PBC493,REF94570,1306.31,,,Booked,****,Corrupted
A001,T660972,O5171264,2025-12-15 17:03:56,2025-12-16 17:03:56,,-82.99,-82.99,EUR,GBP,0.8679,Credit,5812,BTC856,PBC505,REF79634,1647.15,,,Booked,Starbucks ,Food & Drink
A002,T518801,O8187926,2025-01-11 18:17:04,2025-01-11 18:17:04,,-183.06,-183.06,EUR,EUR,,Transfer,0,BTC369,PBC864,REF80644,3605.74,,,Booked,****,Corrupted
A001,T195797,O5458768,2025-12-17 08:17:35,2025-12-18 08:17:35,2025/12/17 08:17:35,-170.09,-170.09,GBP,GBP,,Debit,0,BTC141,PBC723,REF33256,14400.08,,,Pending, ****,Corrupted
A003,T360909,O1069186,2025-01-09 12:48:49,2025-01-09 12:48:49,2025-01-09 12:48:49,-70,-70,USD,USD,,Debit,4121,BTC295,PBC118,REF79603,13564.02,,,Booked,Ubre, Transport 
A002,T516774,O2937918,2025-03-23 14:42:18,2025-03-23 14:42:18,2025-03-23 14:42:18,-30.03,-30.03,EUR,EUR,,Refund,5411,BTC183,PBC584,REF48248,9271.03,,,Booked,Tesco,Grocery 
A002,T176453,O2045698,2025-12-17 15:25:39,2025-12-17 15:25:39,17-12-2025 15:25:39,-66.42,-66.42,EUR,EUR,,Credit,4121,BTC875,PBC779,REF53202,6262.76,,,Pending, Uebr,Transit
A002,T413339,O5534911,2025-04-22 06:37:49,2025-04-22 06:37:49,,-512.19,-512.19,EUR,EUR,,Transfer,5651,BTC471,PBC498,REF37491,18201.83,,,Booked,Zara,Clothing
A001,T859185,O9433742,2025-09-09 15:41:52,2025-09-09 15:41:52,,-311.24,-311.24,USD,GBP,0.9861,Credit,6300,BTC612,PBC995,REF47683,10092.94,,,Booked, health insurance, Insurance
A002,T869721,O8859220,2025-11-25 11:12:12,2025-11-25 11:12:12,2025-11-25 11:12:12,1732.18,,EUR,EUR,,Refund,6012,BTC359,PBC518,REF35856,15449.58,,,Booked, Overdraft Fee ,Bank Fees 
A001,T224309,O6827492,2025-02-10 21:21:03,2025-02-11 21:21:03,,-63.09,-63.09,USD,GBP,1.3941,Transfer,5411,BTC421,PBC201,REF90671,4750.82,,,Booked,tesco , Supermarket 
A002,T911329,O1026484,2025-07-18 18:37:19,2025-07-19 18:37:19,,-176.41,-176.41,EUR,EUR,,Refund,4899,BTC935,PBC603,REF32072,10024.2,,,Pending, netflix , Streaming / Subscriptions
A003,T873048,O3589058,2025-11-22 11:08:47,2025-11-22 11:08:47,,-381.5,-381.5,USD,USD,,Debit,6300,BTC453,PBC486,REF34791,3522.06,,,Pending,Health Insurance ,Insurance 
A002,T393328,O7847048,2025-05-14 09:08:02,2025-05-14 09:08:02,2025-05-14 09:08:02,-64.35,-64.35,EUR,EUR,,Credit,4812,BTC953,PBC601,REF22978,13495.89,,,Booked,Vreizon ,Mobile / Telecom 
A002,T520422,O8948342,2025-11-19 21:13:46,2025-11-19 21:13:46,,-94.59,-94.59,EUR,EUR,,Credit,5812,BTC832,PBC606,REF73346,3351.19,,,Booked, Starbucks ,Food & Drink
A001,T131734,O6448586,2025-11-15 10:05:52,2025-11-16 10:05:52,,-96.31,-96.31,GBP,GBP,,Credit,4121,BTC438,PBC907,REF97186,8982.02,,,Pending,Uber,Transit 
A001,T696879,O5141290,2025-06-28 12:08:55,2025-06-28 12:08:55,,-38.55,-38.55,GBP,GBP,,Refund,4111,BTC719,PBC926,REF62328,8664.3,,,Booked, Trainline,Transport
A002,T355047,O7733149,2025-06-23 19:01:45,2025-06-24 19:01:45,,2500,2500,EUR,EUR,,Debit,6011,BTC466,PBC586,REF97123,1541.23,,,Booked, PAYROLL LTD,Income
A002,T210973,O6551591,2025-02-25 09:15:04,2025-02-25 09:15:04,,-46.06,-46.06,EUR,EUR,,Credit,7230,BTC746,PBC994,REF70393,179.49,,,Booked,Hair aSlon, Personal Care
A001,T544150,O9406206,2025-08-17 06:23:59,2025-08-17 06:23:59,,-30.74,-30.74,GBP,GBP,,Refund,4812,BTC618,PBC393,REF62163,730.98,,,Booked,Verizon , Mobile / Telecom
A001,T263137,O2425342,2025-04-25 15:58:21,2025-04-25 15:58:21,2025-04-25 15:58:21,1500,1500,GBP,GBP,,Debit,6011,BTC895,PBC681,REF52517,14843.15,,,Booked,PAYROLL TLD,Income
A003,T280077,O1300567,2025-11-02 08:26:56,2025-11-03 08:26:56,,-37.12,-37.12,USD,USD,,Refund,5812,BTC544,PBC647,REF23936,8663.42,Counterparty 30,CP113950,Booked,Starbucsk, Food & Drink 
A003,T829988,O5548852,2025-08-26 14:18:07,2025-08-27 14:18:07,,-277.12,-277.12,USD,USD,,Transfer,4900,BTC947,PBC651,REF36485,1882.73,,,Booked, Electricity Co,Utilities 
A003,T534152,O6346688,2025-03-05 12:55:08,2025-03-05 12:55:08,,-552.38,-552.38,USD,USD,,Refund,5942,BTC844,PBC130,REF29073,5370.31,,,Pending, Amaozn,Online Shopping
A001,T550162,O5443133,2025-05-26 13:21:46,2025-05-26 13:21:46,,-154.54,-154.54,USD,GBP,1.4336,Credit,6012,BTC659,PBC354,REF60296,4578.54,,,Booked, overdraft fee,Bank Fees
A001,T250776,O2120966,2025-11-05 19:54:12,2025-11-05 19:54:12,,-43.89,-43.89,GBP,GBP,,Refund,4899,BTC419,PBC313,REF97571,16271.27,Counterparty 106,CP247118,Booked, Netflix , Streaming / Subscriptions
A003,T738282,O9970343,2025-11-27 16:52:30,2025-11-27 16:52:30,,-88.16,-88.16,USD,USD,,Transfer,4121,BTC848,PBC149,REF53618,14680.86,,,Booked,Ubre,Transport 
A001,T396698,O1816752,2025-03-03 20:53:45,2025-03-04 20:53:45,,-98.57,-98.57,GBP,GBP,,Transfer,0,BTC316,PBC983,REF26950,15761.09,,,Failed,****, Corrupted 
A003,T427721,O4888291,2025-11-04 06:21:15,2025-11-04 06:21:15,,-745.84,-745.84,USD,USD,,Credit,5651,BTC198,PBC968,REF32376,9271.08,,,Booked,aZra,Clothing 
A003,T946699,O4885101,2025-06-12 10:44:43,2025-06-12 10:44:43,2025/06/12 10:44:43,-41.1,-41.1,USD,USD,,Debit,5812,BTC740,PBC195,REF20322,15145.34,,,Pending, starbucks, Food & Drink
A003,T635218,O1136218,2025-11-19 06:48:09,2025-11-20 06:48:09,,1500,1500,USD,USD,,Refund,6011,BTC191,PBC696,REF55123,16800.37,,,Pending,PAYROLL LTD ,Income
A001,T809290,O5417392,2025-11-10 19:53:16,2025-11-10 19:53:16,,195.19,195.19,GBP,GBP,,Transfer,5812,BTC993,PBC204,REF76730,8519.04,,,Booked,starbucks,Food & Drink
A003,T845702,O6499465,2025-03-25 09:09:06,2025-03-25 09:09:06,,2000,2000,USD,USD,,Debit,6011,BTC320,PBC955,REF15286,19336.4,,,Booked, PYAROLL LTD ,Income
A001,T485290,O8980532,2025-07-16 17:45:18,2025-07-17 17:45:18,,-579.1,-579.1,GBP,GBP,,Debit,4899,BTC961,PBC921,REF19123,-731.5,,,Booked, netflix,Streaming / Subscriptions
A001,T632240,O2027878,2025-02-24 08:11:05,2025-02-25 08:11:05,2025-02-24 08:11:05,-50,-50,GBP,GBP,,Credit,6012,BTC706,PBC985,REF98625,670.72,,,Failed,Overdraft Fee,Bank Fees 
A003,T853180,O8077121,2025-07-19 19:42:17,2025-07-19 19:42:17,2025-07-19 19:42:17,-119.68,-119.68,USD,USD,,Credit,5912,BTC469,PBC694,REF41275,6293.39,,,Pending, phramacy, Personal Care
A003,T115667,O9347047,2025-03-17 22:46:38,2025-03-18 22:46:38,,-63.75,-63.75,USD,USD,,Debit,4121,BTC680,PBC742,REF29975,15092.66,,,Booked,Uber,Transport
A001,T371521,O7938840,2025-04-26 10:02:08,2025-04-27 10:02:08,2025-04-26 10:02:08,-240.32,-240.32,GBP,GBP,,Refund,5311,BTC159,PBC549,REF58929,14322.59,,,Failed, Target,Retail
A002,T803458,O4324357,2025-03-10 16:34:28,2025-03-10 16:34:28,,-17.35,-17.35,EUR,EUR,,Credit,7230,BTC440,PBC937,REF50952,19447.32,,,Pending,Hair Salon,Personal Care 
A002,T189171,O5901261,2025-03-26 09:28:50,2025-03-27 09:28:50,,-78.41,-78.41,EUR,EUR,,Debit,5812,BTC396,PBC870,REF94621,11607.31,,,Booked, Starubcks , Food & Drink
A002,T695642,O6471332,2025-06-26 06:48:57,2025-06-27 06:48:57,,-42.27,-42.27,EUR,EUR,,Refund,5411,BTC273,PBC120,REF54249,4599,Counterparty 169,CP542995,Pending,Tesco ,Groceries
A002,T145548,O9758448,2025-08-17 19:52:09,2025-08-18 19:52:09,,-81.56,-81.56,EUR,EUR,,Refund,4899,BTC764,PBC541,REF98940,3819.21,,,Booked,Netflix ,Streaming / Subscriptions
A003,T520244,O7999133,2025-11-11 22:27:43,2025-11-11 22:27:43,,-126.59,-126.59,USD,USD,,Debit,5812,BTC687,PBC244,REF17779,-844.41,,,Booked,starbucks ,Food & Drink 
A002,T216349,O2876945,2025-11-02 20:10:10,2025-11-02 20:10:10,,-91.78,-91.78,EUR,EUR,,Debit,5942,BTC861,PBC517,REF46612,10490.31,,,Booked,Amazon,Online Shopping
A003,T763626,O1135055,2025-10-08 21:32:17,2025-10-09 21:32:17,,-82.27,-82.27,USD,USD,,Transfer,5812,BTC442,PBC435,REF30601,16397.29,,,Booked,starbucks,Food & Drink
A002,T153470,O8054705,2025-12-15 16:09:16,2025-12-16 16:09:16,,1500,1500,EUR,EUR,,Refund,6011,BTC623,PBC681,REF46318,12190.37,,,Booked,PAYROLL LTD,Income
A001,T616942,O4068301,2025-03-20 21:50:07,2025-03-21 21:50:07,,-326.63,-326.63,GBP,GBP,,Refund,6300,BTC327,PBC671,REF82564,18383.9,,,Booked,Health Insurance ,Insurance 
A003,T601034,O8412157,2025-05-22 21:41:57,2025-05-22 21:41:57,2025/05/22 21:41:57,-9.89,-9.89,USD,USD,,Refund,5812,BTC589,PBC741,REF61221,3294.45,Counterparty 162,CP966024,Booked, Starubcks,Food & Drink
A001,T592529,O4873783,2025-12-11 16:01:31,2025-12-12 16:01:31,,-74.65,-74.65,GBP,GBP,,Credit,4111,BTC832,PBC397,REF42606,13416.34,,,Booked, Trainline,Travel 
A001,T241256,O2113900,2025-02-21 15:51:49,2025-02-22 15:51:49,,-121.46,-121.46,GBP,GBP,,Transfer,6300,BTC933,PBC122,REF49080,9075.08,,,Booked,Health Insurance ,Insurance
A002,T127329,O7515956,2025-12-16 07:05:17,2025-12-16 07:05:17,,-72.15,-72.15,EUR,EUR,,Transfer,4900,BTC614,PBC429,REF84141,11539.44,,,Booked, Electricity Co ,Utilities
A003,T395192,O6055825,2025-08-08 14:26:24,2025-08-08 14:26:24,"Aug 08, 2025 02:26 PM",2500,2500,USD,USD,,Refund,6011,BTC396,PBC905,REF23911,7009.69,,,Booked, PAYROLL LTD,Income
A001,T370921,O1854439,2025-12-16 09:15:06,2025-12-17 09:15:06,,-60.57,-60.57,GBP,GBP,,Credit,7230,BTC800,PBC832,REF56501,11218.52,,,Pending, Hair Salon,Personal Care
A002,T807097,O9571450,2025-06-01 11:03:51,2025-06-01 11:03:51,,2000,2000,EUR,EUR,,Transfer,6011,BTC186,PBC261,REF97553,15620.73,,,Booked,PAYROLL LTD , Income 
